0 0.5061663114357178
200 0.8060111027116772
400 0.9976042036800885
600 0.9997464530745943
800 0.999917504311921
1000 0.999917504311921
1200 0.999917504311921
1400 0.999917504311921
1600 0.999950929242017
1800 0.9999844020249731
2000 1.0
2200 1.0
2400 1.0
2600 1.0
2800 1.0
3000 1.0
3200 1.0
3400 1.0
3600 1.0
3800 1.0
4000 1.0
4200 1.0
4400 1.0
4600 1.0
4800 1.0
5000 1.0
5200 1.0
5400 1.0
5600 1.0
5800 1.0
6000 1.0
6200 1.0
6400 1.0
6600 1.0
6800 1.0
7000 1.0
7200 1.0
7400 1.0
7600 1.0
7800 1.0
8000 1.0
8200 1.0
8400 1.0
8600 1.0
8800 1.0
9000 1.0
9200 1.0
9400 1.0
9600 1.0
9800 1.0
10000 0.9871328240276138
10200 0.689138020918219
10400 0.8573469469786628
10600 0.9686348176879147
10800 0.9922057773748895
11000 0.9965152794710689
11200 0.9962772256197352
11400 0.9969597278528556
11600 0.9986256894655592
11800 0.9953692204723869
12000 0.9988507012729466
12200 0.9989311038967771
12400 0.9986087794619668
12600 0.9990649447855207
12800 0.9990161058770928
13000 0.9988859703032255
13200 0.9988521786517082
13400 0.9993649430262316
13600 0.9992468746184424
13800 0.9989109798855712
14000 0.9990622308619831
14200 0.9944714980769516
14400 0.9994402508563675
14600 0.9992212838919039
14800 0.9992645830270226
15000 0.999046308888907
15200 0.9993667837120499
15400 0.9993995700835525
15600 0.9993667837120499
15800 0.9993667837120499
16000 0.9992377087805107
16200 0.9961715607736306
16400 0.9992755597663889
16600 0.9994247744979947
16800 0.9996004423273395
17000 0.9993691701271384
17200 0.9993706101639628
17400 0.9990843092079709
17600 0.9996595139425278
17800 0.9993652358317828
18000 0.9996628398347583
18200 0.9995716114474947
18400 0.9995177256585771
18600 0.9996628398347583
18800 0.9996628398347583
19000 0.9993598852622365
19200 0.9995177256585771
19400 0.9996628398347583
19600 0.9996628398347583
19800 0.9996628398347583
